,racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
0,1485.0,2,1,71.0,0.151,0.19
1,1710.0,2,1,70.0,0.277,0.22
2,1759.0,2,1,67.0,0.183,0.22
3,2014.0,3,1,66.0,0.388,0.14
4,2223.0,2,1,69.0,0.180,0.21
5,2273.0,2,1,64.0,0.321,0.19
6,2276.0,2,1,63.0,0.363,0.18
7,2349.0,1,1,66.0,0.061,0.25
8,2372.0,2,1,64.0,0.316,0.20
9,2377.0,2,1,63.0,0.320,0.17
10,2380.0,2,1,63.0,0.336,0.17
11,2504.0,2,1,62.0,0.202,0.22
12,2505.0,2,1,62.0,0.137,0.22
13,2528.0,2,1,65.0,0.284,0.17
14,2538.0,2,1,64.0,0.224,0.20
15,2568.0,2,1,64.0,0.269,0.19
16,2585.0,2,1,61.0,0.267,0.20
17,2596.0,2,1,65.0,0.133,0.20
18,2606.0,2,1,64.0,0.173,0.24
19,2613.0,2,1,63.0,0.190,0.20
20,2698.0,2,1,59.0,0.215,0.21
21,2712.0,2,1,64.0,0.212,0.22
22,2752.0,2,1,61.0,0.104,0.20
23,2757.0,1,1,61.0,0.042,0.19
24,2776.0,2,1,60.0,0.242,0.20
25,2781.0,2,1,59.0,0.125,0.23
26,2785.0,2,1,59.0,0.242,0.19
27,2787.0,3,1,58.0,0.405,0.14
28,2788.0,2,1,58.0,0.121,0.18
29,2789.0,1,1,58.0,0.000,0.00
30,2793.0,2,1,57.0,0.105,0.24
31,2795.0,1,1,57.0,0.068,0.23
32,2800.0,2,1,61.0,0.125,0.22
33,2803.0,1,1,60.0,0.000,0.00
34,2808.0,1,1,58.0,0.000,0.29
35,2809.0,2,1,57.0,0.188,0.20
36,2816.0,2,1,60.0,0.250,0.23
37,2820.0,1,1,60.0,0.000,0.30
38,2823.0,2,1,60.0,0.204,0.21
39,2837.0,2,1,57.0,0.291,0.17
40,2838.0,2,1,57.0,0.217,0.18
41,2841.0,3,1,57.0,0.337,0.18
42,2842.0,2,1,57.0,0.254,0.18
43,2843.0,2,1,56.0,0.166,0.18
44,2844.0,2,1,56.0,0.345,0.21
45,2850.0,2,1,61.0,0.128,0.21
46,2871.0,2,1,57.0,0.135,0.17
47,2874.0,1,1,56.0,0.088,0.20
48,2876.0,4,1,56.0,0.531,0.17
49,2878.0,3,1,55.0,0.369,0.21
50,2883.0,2,1,60.0,0.220,0.23
51,2885.0,2,1,59.0,0.152,0.21
52,2887.0,2,1,58.0,0.150,0.21
53,2888.0,2,1,58.0,0.125,0.22
54,2902.0,1,1,54.0,0.000,0.00
55,2903.0,3,1,54.0,0.401,0.17
56,2904.0,2,1,54.0,0.306,0.19
57,2905.0,1,1,60.0,0.036,0.20
58,2907.0,2,1,59.0,0.134,0.21
59,2909.0,1,1,58.0,0.120,0.23
60,2910.0,2,1,58.0,0.221,0.19
61,2912.0,3,1,58.0,0.350,0.18
62,2914.0,4,1,56.0,0.527,0.16
63,2930.0,3,1,57.0,0.329,0.19
64,2935.0,2,1,55.0,0.189,0.19
65,2941.0,2,1,53.0,0.214,0.19
66,2942.0,3,1,53.0,0.496,0.12
67,2958.0,3,1,56.0,0.350,0.19
68,2959.0,2,1,55.0,0.276,0.19
69,2969.0,2,1,57.0,0.214,0.20
70,2970.0,1,1,57.0,0.085,0.18
71,2972.0,2,1,56.0,0.236,0.19
72,2974.0,2,1,56.0,0.346,0.15
73,2983.0,3,0,54.0,0.367,0.17
74,2988.0,1,0,52.0,0.100,0.23
75,2989.0,2,1,52.0,0.296,0.19
76,2992.0,4,1,52.0,0.509,0.16
77,2994.0,2,1,52.0,0.252,0.23
78,2995.0,2,0,52.0,0.223,0.26
79,2997.0,2,1,51.0,0.345,0.23
80,3004.0,1,1,56.0,0.000,0.25
81,3005.0,2,1,56.0,0.305,0.20
82,3006.0,2,1,56.0,0.273,0.21
83,3008.0,1,1,56.0,0.068,0.18
84,3010.0,4,1,55.0,0.646,0.14
85,3013.0,2,1,55.0,0.215,0.23
86,3020.0,2,1,53.0,0.280,0.23
87,3022.0,4,1,53.0,0.594,0.17
88,3024.0,1,1,52.0,0.510,0.17
89,3025.0,3,1,51.0,0.351,0.19
90,3036.0,2,1,55.0,0.306,0.16
91,3044.0,3,1,53.0,0.345,0.17
92,3051.0,2,1,51.0,0.324,0.18
