,racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
0,2014,2,1,71,0.183,0.18
1,2538,2,1,69,0.079,0.20
2,2785,2,1,64,0.169,0.19
3,2787,2,1,63,0.260,0.18
4,2816,2,1,65,0.266,0.21
5,2841,2,1,62,0.308,0.18
6,2844,2,1,61,0.247,0.19
7,2876,2,1,61,0.401,0.17
8,2878,3,1,60,0.411,0.18
9,2883,2,1,65,0.160,0.21
10,2903,2,1,59,0.247,0.18
11,2907,2,1,64,0.058,0.20
12,2912,2,1,63,0.275,0.17
13,2930,3,1,62,0.402,0.17
14,2935,2,1,60,0.269,0.19
15,2941,2,1,58,0.103,0.20
16,2942,2,1,58,0.366,0.12
17,2958,2,1,61,0.204,0.19
18,2983,2,0,59,0.140,0.17
19,2992,4,1,57,0.405,0.15
20,3005,1,1,61,0.000,0.00
21,3006,2,1,61,0.197,0.22
22,3020,2,1,58,0.241,0.24
23,3022,4,1,58,0.486,0.16
24,3024,4,1,57,0.560,0.16
25,3025,2,1,56,0.181,0.20
26,3036,2,1,60,0.219,0.17
27,3044,2,1,58,0.180,0.19
28,3051,2,1,56,0.218,0.17
29,3052,2,1,56,0.142,0.20
30,3054,4,1,55,0.482,0.16
31,3058,2,1,61,0.256,0.18
32,3064,2,1,59,0.381,0.17
33,3065,2,1,59,0.245,0.19
34,3066,2,1,58,0.168,0.19
35,3070,3,1,57,0.338,0.15
36,3072,2,1,57,0.375,0.17
37,3073,2,1,56,0.238,0.16
38,3075,3,1,56,0.414,0.16
39,3079,2,1,55,0.291,0.19
40,3081,3,1,55,0.457,0.17
41,3085,2,1,58,0.338,0.19
42,3105,2,1,55,0.311,0.18
43,3107,2,1,55,0.245,0.17
44,3108,2,1,55,0.186,0.18
45,3117,2,0,57,0.109,0.22
46,3122,2,1,57,0.196,0.17
47,3123,2,1,56,0.133,0.19
48,3135,1,1,60,0.047,0.22
49,3136,1,1,59,0.104,0.18
50,3137,2,1,58,0.062,0.19
51,3138,2,1,58,0.146,0.23
52,3141,2,1,57,0.234,0.17
53,3142,2,0,56,0.261,0.21
54,3151,2,1,54,0.367,0.15
55,3153,2,1,54,0.255,0.23
56,3156,2,1,54,0.320,0.16
57,3158,4,1,53,0.511,0.14
58,3159,4,1,53,0.627,0.15
59,3161,3,1,58,0.413,0.19
60,3164,2,1,57,0.217,0.22
61,3170,2,1,55,0.128,0.23
62,3174,2,1,55,0.149,0.19
63,3175,3,0,55,0.336,0.16
64,3176,2,1,54,0.230,0.21
65,3177,2,0,54,0.175,0.20
66,3182,2,0,53,0.144,0.21
67,3186,2,1,58,0.344,0.19
68,3187,2,1,57,0.186,0.20
69,3188,4,0,57,0.512,0.17
70,3189,2,1,56,0.137,0.20
71,3200,4,1,53,0.438,0.16
72,3202,2,1,53,0.209,0.19
73,3207,2,0,53,0.184,0.19
74,3211,2,1,56,0.250,0.17
75,3212,3,1,56,0.409,0.16
76,3214,2,1,56,0.076,0.19
77,3220,2,1,54,0.245,0.19
78,3224,3,1,53,0.350,0.17
79,3226,2,1,53,0.237,0.20
80,3227,3,1,53,0.439,0.16
81,3231,3,1,52,0.376,0.17
82,3232,4,0,52,0.547,0.15
83,3233,3,1,51,0.458,0.17
84,3234,2,1,51,0.157,0.17
85,3235,2,1,56,0.220,0.18
86,3236,2,1,56,0.208,0.20
87,3243,1,1,54,0.083,0.22
88,3245,3,1,54,0.318,0.16
89,3246,3,1,54,0.353,0.16
90,3251,4,1,52,0.376,0.17
91,3254,2,0,51,0.175,0.22
92,3256,4,1,51,0.608,0.15
93,3257,4,1,51,0.694,0.13
94,3261,2,1,55,0.252,0.18
95,3265,4,1,53,0.634,0.14
96,3268,4,1,53,0.465,0.17
97,3273,2,1,53,0.215,0.17
98,3276,2,1,52,0.218,0.20
99,3277,2,1,52,0.299,0.17
100,3280,2,0,51,0.281,0.19
101,3281,2,1,51,0.152,0.22
102,3282,2,1,51,0.271,0.21
103,3283,2,1,51,0.294,0.17
104,3284,4,1,51,0.444,0.19
105,3286,2,1,50,0.360,0.18
106,3289,3,0,55,0.376,0.19
107,3290,4,1,55,0.581,0.15
108,3293,2,1,53,0.203,0.20
109,3294,2,1,53,0.257,0.15
110,3295,3,1,52,0.421,0.17
111,3296,1,1,51,0.142,0.25
112,3297,3,1,51,0.389,0.19
113,3298,1,0,51,0.400,0.14
114,3300,4,1,51,0.566,0.14
115,3302,3,0,51,0.424,0.19
116,3303,2,1,51,0.300,0.19
117,3304,4,1,51,0.428,0.17
118,3305,2,1,51,0.340,0.18
119,3306,2,1,50,0.173,0.17
120,3307,1,1,50,0.000,0.00
121,3310,2,1,54,0.126,0.19
122,3313,2,1,53,0.284,0.18
123,3315,2,1,53,0.312,0.16
124,3319,3,1,51,0.448,0.15
125,3325,2,1,51,0.180,0.15
126,3327,4,1,51,0.513,0.17
127,3331,4,1,50,0.453,0.15
128,3333,3,1,50,0.389,0.18
129,3334,3,0,50,0.413,0.21
130,3335,2,1,49,0.195,0.20
131,3336,2,1,54,0.232,0.17
132,3338,2,1,53,0.191,0.16
133,3339,2,1,53,0.287,0.15
134,3340,2,1,53,0.273,0.21
135,3343,3,1,53,0.404,0.19
136,3346,2,1,52,0.244,0.16
137,3347,3,1,51,0.400,0.16
138,3349,4,1,50,0.570,0.16
139,3350,3,1,50,0.312,0.16
140,3352,2,1,50,0.234,0.14
141,3353,2,1,50,0.322,0.18
142,3355,2,0,50,0.150,0.26
143,3357,2,0,50,0.229,0.20
144,3358,1,1,49,0.145,0.22
145,3360,3,1,49,0.414,0.19
